COL1,COL2,COL3,COL4
la,cour,qu,un
cour,qu,un,groupe
qu,un,groupe,acharné
un,groupe,acharné,et
groupe,acharné,et,tourbillonnant
acharné,et,tourbillonnant,d
et,tourbillonnant,d,où
tourbillonnant,d,où,surgissait
d,où,surgissait,par
où,surgissait,par,moments
surgissait,par,moments,le
par,moments,le,bandeau
moments,le,bandeau,blanc
le,bandeau,blanc,du
bandeau,blanc,du,nouveau
blanc,du,nouveau,chef
du,nouveau,chef,alors
nouveau,chef,alors,le
chef,alors,le,grand
alors,le,grand,meaulnes
le,grand,meaulnes,ne
grand,meaulnes,ne,sut
meaulnes,ne,sut,plus
ne,sut,plus,résister
sut,plus,résister,il
plus,résister,il,baissa
résister,il,baissa,la
il,baissa,la,tête
baissa,la,tête,mit
la,tête,mit,ses
tête,mit,ses,mains
mit,ses,mains,sur
ses,mains,sur,ces
mains,sur,ces,cuisses
sur,ces,cuisses,et
ces,cuisses,et,me
cuisses,et,me,cria:
et,me,cria:,allons-y
me,cria:,allons-y,françois
cria:,allons-y,françois,surpris
allons-y,françois,surpris,par
françois,surpris,par,cette
surpris,par,cette,décision
par,cette,décision,soudaine
cette,décision,soudaine,je
décision,soudaine,je,sautai
soudaine,je,sautai,pourtant
je,sautai,pourtant,sans
sautai,pourtant,sans,hésiter
pourtant,sans,hésiter,sur
sans,hésiter,sur,ses
hésiter,sur,ses,épaules
sur,ses,épaules,et
ses,épaules,et,en
épaules,et,en,une
et,en,une,seconde
en,une,seconde,nous
une,seconde,nous,étions
seconde,nous,étions,au
nous,étions,au,fort
étions,au,fort,de
au,fort,de,la
fort,de,la,mêlée
de,la,mêlée,tandis
la,mêlée,tandis,que
mêlée,tandis,que,la
tandis,que,la,plupart
que,la,plupart,des
la,plupart,des,combattants
plupart,des,combattants,éperdus
des,combattants,éperdus,fuyaient
combattants,éperdus,fuyaient,en
éperdus,fuyaient,en,criant:
fuyaient,en,criant:,voilà
en,criant:,voilà,meaulnes
criant:,voilà,meaulnes,voilà
voilà,meaulnes,voilà,le
meaulnes,voilà,le,grand
voilà,le,grand,meaulnes
le,grand,meaulnes,au
grand,meaulnes,au,milieu
meaulnes,au,milieu,de
au,milieu,de,ceux
milieu,de,ceux,qui
de,ceux,qui,restaient
ceux,qui,restaient,il
qui,restaient,il,se
restaient,il,se,mit
il,se,mit,à
se,mit,à,tourner
mit,à,tourner,sur
à,tourner,sur,lui-même
tourner,sur,lui-même,en
sur,lui-même,en,me
lui-même,en,me,disant:
en,me,disant:,etends
me,disant:,etends,les
disant:,etends,les,bras:
etends,les,bras:,empoigne-les
les,bras:,empoigne-les,comme
bras:,empoigne-les,comme,j
empoigne-les,comme,j,ai
comme,j,ai,fait
j,ai,fait,cette
ai,fait,cette,nuit
fait,cette,nuit,et
cette,nuit,et,moi
nuit,et,moi,grisé
et,moi,grisé,par
moi,grisé,par,la
grisé,par,la,bataille
par,la,bataille,certain
la,bataille,certain,du
bataille,certain,du,triomphe
certain,du,triomphe,j
du,triomphe,j,agrippais
triomphe,j,agrippais,au
j,agrippais,au,passage
agrippais,au,passage,les
au,passage,les,gamins
passage,les,gamins,qui
les,gamins,qui,se
gamins,qui,se,débattaient
qui,se,débattaient,oscillaient
se,débattaient,oscillaient,un
débattaient,oscillaient,un,instant
oscillaient,un,instant,sur
un,instant,sur,les
instant,sur,les,épaules
sur,les,épaules,des
les,épaules,des,grands
épaules,des,grands,et
des,grands,et,tombaient
grands,et,tombaient,dans
et,tombaient,dans,la
tombaient,dans,la,boue
dans,la,boue,en
la,boue,en,moins
boue,en,moins,de
en,moins,de,rien
moins,de,rien,il
de,rien,il,ne
rien,il,ne,resta
il,ne,resta,debout
ne,resta,debout,que
resta,debout,que,le
debout,que,le,nouveau
que,le,nouveau,venu
le,nouveau,venu,monté
nouveau,venu,monté,sur
venu,monté,sur,delage
monté,sur,delage,mais
sur,delage,mais,celui-ci
delage,mais,celui-ci,peu
mais,celui-ci,peu,désireux
celui-ci,peu,désireux,d
peu,désireux,d,engager
désireux,d,engager,la
d,engager,la,lutte
engager,la,lutte,avec
la,lutte,avec,augustin
lutte,avec,augustin,d
avec,augustin,d,un
augustin,d,un,violent
d,un,violent,coup
un,violent,coup,de
violent,coup,de,reins
coup,de,reins,en
de,reins,en,arrière
reins,en,arrière,se
en,arrière,se,redressa
arrière,se,redressa,et
se,redressa,et,fit
redressa,et,fit,descendre
et,fit,descendre,le
fit,descendre,le,cavalier
descendre,le,cavalier,blanc
le,cavalier,blanc,la
cavalier,blanc,la,main
blanc,la,main,à
la,main,à,l
main,à,l,épaule
à,l,épaule,de
l,épaule,de,sa
épaule,de,sa,monture
de,sa,monture,comme
sa,monture,comme,un
monture,comme,un,capitaine
comme,un,capitaine,tient
un,capitaine,tient,le
capitaine,tient,le,mors
tient,le,mors,de
le,mors,de,son
mors,de,son,cheval
de,son,cheval,le
son,cheval,le,jeune
cheval,le,jeune,garçon
le,jeune,garçon,debout
jeune,garçon,debout,par
garçon,debout,par,terre
debout,par,terre,regarda
par,terre,regarda,le
terre,regarda,le,grand
regarda,le,grand,meaulnes
le,grand,meaulnes,avec
grand,meaulnes,avec,un
meaulnes,avec,un,peu
avec,un,peu,de
un,peu,de,saisissement
peu,de,saisissement,et
de,saisissement,et,une
saisissement,et,une,immense
et,une,immense,admiration:
une,immense,admiration:,a
immense,admiration:,a,la
admiration:,a,la,bonne
a,la,bonne,heure
la,bonne,heure,dit-il
bonne,heure,dit-il,mais
heure,dit-il,mais,aussitôt
dit-il,mais,aussitôt,la
mais,aussitôt,la,cloche
aussitôt,la,cloche,sonna
la,cloche,sonna,dispersant
cloche,sonna,dispersant,les
sonna,dispersant,les,élèves
dispersant,les,élèves,qui
les,élèves,qui,s
élèves,qui,s,étaient
qui,s,étaient,rassemblés
s,étaient,rassemblés,autour
étaient,rassemblés,autour,de
rassemblés,autour,de,nous
autour,de,nous,dans
de,nous,dans,l
nous,dans,l,attente
dans,l,attente,d
l,attente,d,une
attente,d,une,scène
d,une,scène,curieuse
une,scène,curieuse,et
scène,curieuse,et,meaulnes
curieuse,et,meaulnes,dépité
et,meaulnes,dépité,de
meaulnes,dépité,de,n
dépité,de,n,avoir
de,n,avoir,pu
n,avoir,pu,jeter
avoir,pu,jeter,à
pu,jeter,à,terre
jeter,à,terre,son
à,terre,son,ennemi
terre,son,ennemi,tourna
son,ennemi,tourna,le
ennemi,tourna,le,dos
tourna,le,dos,en
le,dos,en,disant
dos,en,disant,avec
en,disant,avec,mauvaise
disant,avec,mauvaise,humeur:
avec,mauvaise,humeur:,ce
mauvaise,humeur:,ce,sera
humeur:,ce,sera,pour
ce,sera,pour,une
sera,pour,une,autre
pour,une,autre,fois
une,autre,fois,jusqu
autre,fois,jusqu,à
fois,jusqu,à,midi
jusqu,à,midi,la
à,midi,la,classe
midi,la,classe,continua
la,classe,continua,comme
classe,continua,comme,à
continua,comme,à,l
comme,à,l,approche
à,l,approche,des
l,approche,des,vacances
approche,des,vacances,mêlée
des,vacances,mêlée,d
vacances,mêlée,d,intermèdes
mêlée,d,intermèdes,amusants
d,intermèdes,amusants,et
intermèdes,amusants,et,de
amusants,et,de,conversations
et,de,conversations,dont
de,conversations,dont,l
conversations,dont,l,écolier-comédien
dont,l,écolier-comédien,était
l,écolier-comédien,était,le
écolier-comédien,était,le,centre
était,le,centre,il
le,centre,il,expliquait
centre,il,expliquait,comment
il,expliquait,comment,immobilisés
expliquait,comment,immobilisés,par
comment,immobilisés,par,le
immobilisés,par,le,froid
par,le,froid,sur
le,froid,sur,la
froid,sur,la,place
sur,la,place,ne
la,place,ne,songeant
place,ne,songeant,pas
ne,songeant,pas,même
songeant,pas,même,à
pas,même,à,organiser
même,à,organiser,des
à,organiser,des,représentations
organiser,des,représentations,nocturnes
des,représentations,nocturnes,où
représentations,nocturnes,où,personne
nocturnes,où,personne,ne
où,personne,ne,viendrait
personne,ne,viendrait,ils
ne,viendrait,ils,avaient
viendrait,ils,avaient,décidé
ils,avaient,décidé,que
avaient,décidé,que,lui-même
décidé,que,lui-même,irait
que,lui-même,irait,au
lui-même,irait,au,cours
irait,au,cours,pour
au,cours,pour,se
cours,pour,se,distraire
pour,se,distraire,pendant
se,distraire,pendant,la
distraire,pendant,la,journée
pendant,la,journée,tandis
la,journée,tandis,que
journée,tandis,que,son
tandis,que,son,compagnon
que,son,compagnon,soignerait
son,compagnon,soignerait,les
compagnon,soignerait,les,oiseaux
soignerait,les,oiseaux,des
les,oiseaux,des,iles
oiseaux,des,iles,et
des,iles,et,la
iles,et,la,chèvre
et,la,chèvre,savante
la,chèvre,savante,puis
chèvre,savante,puis,il
savante,puis,il,racontait
puis,il,racontait,leurs
il,racontait,leurs,voyages
racontait,leurs,voyages,dans
leurs,voyages,dans,le
voyages,dans,le,pays
dans,le,pays,environnant
le,pays,environnant,alors
pays,environnant,alors,que
environnant,alors,que,l
alors,que,l,averse
que,l,averse,tombe
l,averse,tombe,sur
averse,tombe,sur,le
tombe,sur,le,mauvais
sur,le,mauvais,toit
le,mauvais,toit,de
mauvais,toit,de,zinc
toit,de,zinc,de
de,zinc,de,la
zinc,de,la,voiture
de,la,voiture,et
la,voiture,et,qu
voiture,et,qu,il
et,qu,il,faut
qu,il,faut,descendre
il,faut,descendre,aux
faut,descendre,aux,côtes
descendre,aux,côtes,pour
aux,côtes,pour,pousser
côtes,pour,pousser,à
pour,pousser,à,la
pousser,à,la,roue
à,la,roue,les
la,roue,les,élèves
roue,les,élèves,du
les,élèves,du,fond
élèves,du,fond,quittaient
du,fond,quittaient,leur
fond,quittaient,leur,table
quittaient,leur,table,pour
leur,table,pour,venir
table,pour,venir,écouter
pour,venir,écouter,de
venir,écouter,de,plus
écouter,de,plus,près
de,plus,près,les
plus,près,les,moins
près,les,moins,romanesques
les,moins,romanesques,profitaient
moins,romanesques,profitaient,de
romanesques,profitaient,de,cette
profitaient,de,cette,occasion
de,cette,occasion,pour
cette,occasion,pour,se
occasion,pour,se,chauffer
pour,se,chauffer,autour
se,chauffer,autour,du
chauffer,autour,du,poêle
autour,du,poêle,mais
du,poêle,mais,bientôt
poêle,mais,bientôt,la
mais,bientôt,la,curiosité
bientôt,la,curiosité,les
la,curiosité,les,gagnait
curiosité,les,gagnait,et
les,gagnait,et,ils
gagnait,et,ils,se
et,ils,se,rapprochaient
ils,se,rapprochaient,du
se,rapprochaient,du,groupe
rapprochaient,du,groupe,bavard
du,groupe,bavard,en
groupe,bavard,en,tendant
bavard,en,tendant,l
en,tendant,l,oreille
tendant,l,oreille,laissant
l,oreille,laissant,une
oreille,laissant,une,main
laissant,une,main,posée
une,main,posée,sur
main,posée,sur,le
posée,sur,le,couvercle
sur,le,couvercle,du
le,couvercle,du,poêle
couvercle,du,poêle,pour
du,poêle,pour,y
poêle,pour,y,garder
pour,y,garder,leur
y,garder,leur,place
garder,leur,place,et
leur,place,et,de
place,et,de,quoi
et,de,quoi,vivez-vous
de,quoi,vivez-vous,demanda
quoi,vivez-vous,demanda,m
vivez-vous,demanda,m,seurel
demanda,m,seurel,qui
m,seurel,qui,suivait
seurel,qui,suivait,tout
qui,suivait,tout,cela
suivait,tout,cela,avec
tout,cela,avec,sa
cela,avec,sa,curiosité
avec,sa,curiosité,un
sa,curiosité,un,peu
curiosité,un,peu,puérile
un,peu,puérile,de
peu,puérile,de,maître
puérile,de,maître,d
de,maître,d,école
maître,d,école,et
d,école,et,qui
école,et,qui,posait
et,qui,posait,une
qui,posait,une,foule
posait,une,foule,de
une,foule,de,questions
foule,de,questions,le
de,questions,le,garçon
questions,le,garçon,hésita
le,garçon,hésita,un
garçon,hésita,un,instant
hésita,un,instant,comme
un,instant,comme,si
instant,comme,si,jamais
comme,si,jamais,il
si,jamais,il,ne
jamais,il,ne,s
il,ne,s,était
ne,s,était,inquiété
s,était,inquiété,de
était,inquiété,de,ce
inquiété,de,ce,détail
de,ce,détail,mais
ce,détail,mais,répondit-il
détail,mais,répondit-il,de
mais,répondit-il,de,ce
répondit-il,de,ce,que
de,ce,que,nous
ce,que,nous,avons
que,nous,avons,gagné
nous,avons,gagné,l
avons,gagné,l,automne
gagné,l,automne,précédent
l,automne,précédent,je
automne,précédent,je,pense
précédent,je,pense,c
je,pense,c,est
pense,c,est,ganache
c,est,ganache,qui
est,ganache,qui,règle
ganache,qui,règle,les
qui,règle,les,comptes
règle,les,comptes,personne
les,comptes,personne,ne
comptes,personne,ne,lui
personne,ne,lui,demanda
ne,lui,demanda,qui
lui,demanda,qui,était
demanda,qui,était,ganache
qui,était,ganache,mais
était,ganache,mais,moi
ganache,mais,moi,je
mais,moi,je,pensai
moi,je,pensai,au
je,pensai,au,grand
pensai,au,grand,diable
au,grand,diable,qui
grand,diable,qui,traîtreusement
diable,qui,traîtreusement,la
qui,traîtreusement,la,veille
traîtreusement,la,veille,au
la,veille,au,soir
veille,au,soir,avait
au,soir,avait,attaqué
soir,avait,attaqué,meaulnes
avait,attaqué,meaulnes,par
attaqué,meaulnes,par,derrière
meaulnes,par,derrière,et
par,derrière,et,l
derrière,et,l,avait
et,l,avait,renversé
l,avait,renversé,chapitre
avait,renversé,chapitre,iv
renversé,chapitre,iv,où
chapitre,iv,où,il
iv,où,il,est
où,il,est,question
il,est,question,du
est,question,du,domaine
question,du,domaine,mystérieux
du,domaine,mystérieux,l
domaine,mystérieux,l,après-midi
mystérieux,l,après-midi,ramena
l,après-midi,ramena,les
après-midi,ramena,les,mêmes
ramena,les,mêmes,plaisirs
les,mêmes,plaisirs,et
mêmes,plaisirs,et,tout
plaisirs,et,tout,le
et,tout,le,long
tout,le,long,du
le,long,du,cours
long,du,cours,le
du,cours,le,même
cours,le,même,désordre
le,même,désordre,et
même,désordre,et,la
désordre,et,la,même
et,la,même,fraude
la,même,fraude,le
même,fraude,le,bohémien
fraude,le,bohémien,avait
le,bohémien,avait,apporté
bohémien,avait,apporté,d
avait,apporté,d,autres
apporté,d,autres,objets
d,autres,objets,précieux
autres,objets,précieux,coquillages
objets,précieux,coquillages,jeux
précieux,coquillages,jeux,chansons
coquillages,jeux,chansons,et
jeux,chansons,et,jusqu
chansons,et,jusqu,à
et,jusqu,à,un
jusqu,à,un,petit
à,un,petit,singe
un,petit,singe,qui
petit,singe,qui,griffait
singe,qui,griffait,sourdement
qui,griffait,sourdement,l
griffait,sourdement,l,intérieur
sourdement,l,intérieur,de
l,intérieur,de,sa
intérieur,de,sa,gibecière
de,sa,gibecière,a
sa,gibecière,a,chaque
gibecière,a,chaque,instant
a,chaque,instant,il
chaque,instant,il,fallait
instant,il,fallait,que
il,fallait,que,m
fallait,que,m,seurel
que,m,seurel,s
m,seurel,s,interrompit
seurel,s,interrompit,pour
s,interrompit,pour,examiner
interrompit,pour,examiner,ce
pour,examiner,ce,que
examiner,ce,que,le
ce,que,le,malin
que,le,malin,garçon
le,malin,garçon,venait
malin,garçon,venait,de
garçon,venait,de,tirer
venait,de,tirer,de
de,tirer,de,son
tirer,de,son,sac
de,son,sac,quatre
son,sac,quatre,heures
sac,quatre,heures,arrivèrent
quatre,heures,arrivèrent,et
heures,arrivèrent,et,meaulnes
arrivèrent,et,meaulnes,était
et,meaulnes,était,le
meaulnes,était,le,seul
était,le,seul,à
le,seul,à,avoir
seul,à,avoir,fini
à,avoir,fini,ses
avoir,fini,ses,problèmes
fini,ses,problèmes,ce
ses,problèmes,ce,fut
problèmes,ce,fut,sans
ce,fut,sans,hâte
fut,sans,hâte,que
sans,hâte,que,tout
hâte,que,tout,le
que,tout,le,monde
tout,le,monde,sortit
le,monde,sortit,il
monde,sortit,il,n
sortit,il,n,y
il,n,y,avait
n,y,avait,plus
y,avait,plus,semblait-
avait,plus,semblait-,il
plus,semblait-,il,entre
semblait-,il,entre,les
il,entre,les,heures
entre,les,heures,de
les,heures,de,cours
heures,de,cours,et
de,cours,et,de
cours,et,de,récréation
et,de,récréation,cette
de,récréation,cette,dure
récréation,cette,dure,démarcation
cette,dure,démarcation,qui
dure,démarcation,qui,faisait
démarcation,qui,faisait,la
qui,faisait,la,vie
faisait,la,vie,scolaire
la,vie,scolaire,simple
vie,scolaire,simple,et
scolaire,simple,et,réglée
simple,et,réglée,comme
et,réglée,comme,par
réglée,comme,par,la
comme,par,la,succession
par,la,succession,de
la,succession,de,la
succession,de,la,nuit
de,la,nuit,et
la,nuit,et,du
nuit,et,du,jour
et,du,jour,nous
du,jour,nous,en
jour,nous,en,oubliâmes
nous,en,oubliâmes,même
en,oubliâmes,même,de
oubliâmes,même,de,désigner
même,de,désigner,comme
de,désigner,comme,d
désigner,comme,d,ordinaire
comme,d,ordinaire,à
d,ordinaire,à,m
ordinaire,à,m,seurel
à,m,seurel,vers
m,seurel,vers,quatre
seurel,vers,quatre,heures
vers,quatre,heures,moins
quatre,heures,moins,dix
heures,moins,dix,les
moins,dix,les,deux
dix,les,deux,élèves
les,deux,élèves,qui
deux,élèves,qui,devaient
élèves,qui,devaient,rester
qui,devaient,rester,pour
devaient,rester,pour,balayer
rester,pour,balayer,la
pour,balayer,la,classe
balayer,la,classe,or
la,classe,or,nous
classe,or,nous,n
or,nous,n,y
nous,n,y,manquions
n,y,manquions,jamais
y,manquions,jamais,car
manquions,jamais,car,c
jamais,car,c,était
car,c,était,une
c,était,une,façon
était,une,façon,d
une,façon,d,annoncer
façon,d,annoncer,et
d,annoncer,et,de
annoncer,et,de,hâter
et,de,hâter,la
de,hâter,la,sortie
hâter,la,sortie,du
la,sortie,du,cours
sortie,du,cours,le
du,cours,le,hasard
cours,le,hasard,voulut
le,hasard,voulut,que
hasard,voulut,que,ce
voulut,que,ce,fût
que,ce,fût,ce
ce,fût,ce,jour-là
fût,ce,jour-là,te
ce,jour-là,te,tour
jour-là,te,tour,du
te,tour,du,grand
tour,du,grand,meaulnes
du,grand,meaulnes,et
grand,meaulnes,et,dès
meaulnes,et,dès,le
et,dès,le,matin
dès,le,matin,j
le,matin,j,avais
matin,j,avais,en
j,avais,en,causant
avais,en,causant,avec
en,causant,avec,lui
causant,avec,lui,averti
avec,lui,averti,le
lui,averti,le,bohémien
averti,le,bohémien,que
le,bohémien,que,les
bohémien,que,les,nouveaux
que,les,nouveaux,étaient
les,nouveaux,étaient,toujours
nouveaux,étaient,toujours,désignés
étaient,toujours,désignés,d
toujours,désignés,d,office
désignés,d,office,pour
d,office,pour,faire
office,pour,faire,le
pour,faire,le,second
faire,le,second,balayeur
le,second,balayeur,le
second,balayeur,le,jour
balayeur,le,jour,de
le,jour,de,leur
jour,de,leur,arrivée
de,leur,arrivée,meaulnes
leur,arrivée,meaulnes,revint
arrivée,meaulnes,revint,en
meaulnes,revint,en,classe
revint,en,classe,dès
en,classe,dès,qu
classe,dès,qu,il
dès,qu,il,eut
qu,il,eut,été
il,eut,été,chercher
eut,été,chercher,le
été,chercher,le,pain
chercher,le,pain,de
le,pain,de,son
pain,de,son,goûter
de,son,goûter,quant
son,goûter,quant,au
goûter,quant,au,bohémien
quant,au,bohémien,il
au,bohémien,il,se
bohémien,il,se,fit
il,se,fit,longtemps
se,fit,longtemps,attendre
fit,longtemps,attendre,et
longtemps,attendre,et,arriva
attendre,et,arriva,le
et,arriva,le,dernier
arriva,le,dernier,en
le,dernier,en,courant
dernier,en,courant,comme
en,courant,comme,la
courant,comme,la,nuit
comme,la,nuit,commençait
la,nuit,commençait,de
nuit,commençait,de,tomber
commençait,de,tomber,tu
de,tomber,tu,resteras
tomber,tu,resteras,dans
tu,resteras,dans,la
resteras,dans,la,classe
dans,la,classe,m
la,classe,m,avait
classe,m,avait,dit
m,avait,dit,mon
avait,dit,mon,compagnon
dit,mon,compagnon,et
mon,compagnon,et,pendant
compagnon,et,pendant,que
et,pendant,que,je
pendant,que,je,le
que,je,le,tiendrai
je,le,tiendrai,tu
le,tiendrai,tu,lui
tiendrai,tu,lui,reprendras
tu,lui,reprendras,le
lui,reprendras,le,plan
reprendras,le,plan,qu
le,plan,qu,il
plan,qu,il,m
qu,il,m,a
il,m,a,volé
m,a,volé,je
a,volé,je,m
volé,je,m,étais
je,m,étais,donc
m,étais,donc,assis
étais,donc,assis,sur
donc,assis,sur,une
assis,sur,une,petite
sur,une,petite,table
une,petite,table,auprès
petite,table,auprès,de
table,auprès,de,la
auprès,de,la,fenêtre
de,la,fenêtre,lisant
la,fenêtre,lisant,à
fenêtre,lisant,à,la
lisant,à,la,dernière
à,la,dernière,lueur
la,dernière,lueur,du
dernière,lueur,du,jour
lueur,du,jour,et
du,jour,et,je
jour,et,je,les
et,je,les,vis
je,les,vis,tous
les,vis,tous,les
vis,tous,les,deux
tous,les,deux,déplacer
les,deux,déplacer,en
deux,déplacer,en,silence
déplacer,en,silence,les
en,silence,les,bancs
silence,les,bancs,de
les,bancs,de,l
bancs,de,l,école
de,l,école,le
l,école,le,grand
école,le,grand,meaulnes
le,grand,meaulnes,taciturne
grand,meaulnes,taciturne,et
meaulnes,taciturne,et,l
taciturne,et,l,air
et,l,air,dur
l,air,dur,sa
air,dur,sa,blouse
dur,sa,blouse,noire
sa,blouse,noire,boutonnée
blouse,noire,boutonnée,à
noire,boutonnée,à,trois
boutonnée,à,trois,boutons
à,trois,boutons,en
trois,boutons,en,arrière
boutons,en,arrière,et
en,arrière,et,sanglée
arrière,et,sanglée,à
et,sanglée,à,la
sanglée,à,la,ceinture
à,la,ceinture,l
la,ceinture,l,autre
ceinture,l,autre,délicat
l,autre,délicat,nerveux
autre,délicat,nerveux,la
délicat,nerveux,la,tête
nerveux,la,tête,bandée
la,tête,bandée,comme
tête,bandée,comme,un
bandée,comme,un,blessé
comme,un,blessé,il
un,blessé,il,était
blessé,il,était,vêtu
il,était,vêtu,d
était,vêtu,d,un
vêtu,d,un,mauvais
d,un,mauvais,paletot
un,mauvais,paletot,avec
mauvais,paletot,avec,des
paletot,avec,des,déchirures
avec,des,déchirures,que
des,déchirures,que,je
déchirures,que,je,n
que,je,n,avais
je,n,avais,pas
n,avais,pas,remarquées
avais,pas,remarquées,pendant
pas,remarquées,pendant,le
remarquées,pendant,le,jour
pendant,le,jour,plein
le,jour,plein,d
jour,plein,d,une
plein,d,une,ardeur
d,une,ardeur,presque
une,ardeur,presque,sauvage
ardeur,presque,sauvage,il
presque,sauvage,il,soulevait
sauvage,il,soulevait,et
il,soulevait,et,poussait
soulevait,et,poussait,les
et,poussait,les,tables
poussait,les,tables,avec
les,tables,avec,une
tables,avec,une,précipitation
avec,une,précipitation,folle
une,précipitation,folle,en
précipitation,folle,en,souriant
folle,en,souriant,un
en,souriant,un,peu
souriant,un,peu,on
un,peu,on,eût
peu,on,eût,dit
on,eût,dit,qu
eût,dit,qu,il
dit,qu,il,jouait
qu,il,jouait,là
il,jouait,là,quelque
jouait,là,quelque,jeu
là,quelque,jeu,extraordinaire
quelque,jeu,extraordinaire,dont
jeu,extraordinaire,dont,nous
extraordinaire,dont,nous,ne
dont,nous,ne,connaissons
nous,ne,connaissons,pas
ne,connaissons,pas,le
connaissons,pas,le,fin
pas,le,fin,mot
le,fin,mot,ils
fin,mot,ils,arrivèrent
mot,ils,arrivèrent,ainsi
ils,arrivèrent,ainsi,dans
arrivèrent,ainsi,dans,le
ainsi,dans,le,coin
dans,le,coin,le
le,coin,le,plus
coin,le,plus,obscur
le,plus,obscur,de
plus,obscur,de,la
obscur,de,la,salle
de,la,salle,pour
la,salle,pour,déplacer
salle,pour,déplacer,la
pour,déplacer,la,dernière
déplacer,la,dernière,table
la,dernière,table,en
dernière,table,en,cet
table,en,cet,endroit
en,cet,endroit,d
cet,endroit,d,un
endroit,d,un,tour
d,un,tour,de
un,tour,de,main
tour,de,main,meaulnes
de,main,meaulnes,pouvait
main,meaulnes,pouvait,renverser
meaulnes,pouvait,renverser,son
pouvait,renverser,son,adversaire
renverser,son,adversaire,sans
son,adversaire,sans,que
adversaire,sans,que,personne
sans,que,personne,du
que,personne,du,dehors
personne,du,dehors,eût
du,dehors,eût,chance
dehors,eût,chance,de
eût,chance,de,les
chance,de,les,apercevoir
de,les,apercevoir,ou
les,apercevoir,ou,de
apercevoir,ou,de,les
ou,de,les,entendre
de,les,entendre,par
les,entendre,par,les
entendre,par,les,fenêtres
par,les,fenêtres,je
les,fenêtres,je,ne
fenêtres,je,ne,comprenais
je,ne,comprenais,pas
ne,comprenais,pas,qu
comprenais,pas,qu,il
pas,qu,il,laissât
qu,il,laissât,échapper
il,laissât,échapper,une
laissât,échapper,une,pareille
échapper,une,pareille,occasion
une,pareille,occasion,l
pareille,occasion,l,autre
occasion,l,autre,revenu
l,autre,revenu,près
autre,revenu,près,de
revenu,près,de,la
près,de,la,porte
de,la,porte,allait
la,porte,allait,s
porte,allait,s,enfuir
allait,s,enfuir,d
s,enfuir,d,un
enfuir,d,un,instant
d,un,instant,à
un,instant,à,l
instant,à,l,autre
à,l,autre,prétextant
l,autre,prétextant,que
autre,prétextant,que,la
prétextant,que,la,besogne
que,la,besogne,était
la,besogne,était,terminée
besogne,était,terminée,et
était,terminée,et,nous
terminée,et,nous,ne
et,nous,ne,le
nous,ne,le,reverrions
ne,le,reverrions,plus
le,reverrions,plus,le
reverrions,plus,le,plan
plus,le,plan,et
le,plan,et,tous
plan,et,tous,les
et,tous,les,renseignements
tous,les,renseignements,que
les,renseignements,que,meaulnes
renseignements,que,meaulnes,avait
que,meaulnes,avait,mis
meaulnes,avait,mis,si
avait,mis,si,longtemps
mis,si,longtemps,à
si,longtemps,à,retrouver
longtemps,à,retrouver,à
à,retrouver,à,concilier
retrouver,à,concilier,à
à,concilier,à,réunir
concilier,à,réunir,seraient
à,réunir,seraient,perdus
réunir,seraient,perdus,pour
seraient,perdus,pour,nous
perdus,pour,nous,a
pour,nous,a,chaque
nous,a,chaque,seconde
a,chaque,seconde,j
chaque,seconde,j,attendais
seconde,j,attendais,de
j,attendais,de,mon
attendais,de,mon,camarade
de,mon,camarade,un
mon,camarade,un,signe
camarade,un,signe,un
un,signe,un,mouvement
signe,un,mouvement,qui
un,mouvement,qui,m
mouvement,qui,m,annonçât
qui,m,annonçât,le
m,annonçât,le,début
annonçât,le,début,de
le,début,de,la
début,de,la,bataille
de,la,bataille,mais
la,bataille,mais,le
bataille,mais,le,grand
mais,le,grand,garçon
le,grand,garçon,ne
grand,garçon,ne,bronchait
garçon,ne,bronchait,pas
ne,bronchait,pas,par
bronchait,pas,par,instants
pas,par,instants,seulement
par,instants,seulement,il
instants,seulement,il,regardait
seulement,il,regardait,avec
il,regardait,avec,une
regardait,avec,une,fixité
avec,une,fixité,étrange
une,fixité,étrange,et
fixité,étrange,et,d
étrange,et,d,un
et,d,un,air
d,un,air,interrogatif
un,air,interrogatif,le
air,interrogatif,le,bandeau
interrogatif,le,bandeau,du
le,bandeau,du,bohémien
bandeau,du,bohémien,qui
du,bohémien,qui,dans
bohémien,qui,dans,la
qui,dans,la,pénombre
dans,la,pénombre,de
la,pénombre,de,la
pénombre,de,la,tombée
de,la,tombée,de
la,tombée,de,la
tombée,de,la,nuit
de,la,nuit,paraissait
la,nuit,paraissait,largement
nuit,paraissait,largement,taché
paraissait,largement,taché,de
largement,taché,de,noir
taché,de,noir,la
de,noir,la,dernière
noir,la,dernière,table
la,dernière,table,fut
dernière,table,fut,déplacée
table,fut,déplacée,sans
fut,déplacée,sans,que
déplacée,sans,que,rien
sans,que,rien,arrivât
que,rien,arrivât,mais
rien,arrivât,mais,au
arrivât,mais,au,moment
mais,au,moment,où
au,moment,où,remontant
moment,où,remontant,tous
où,remontant,tous,les
remontant,tous,les,deux
tous,les,deux,vers
les,deux,vers,le
deux,vers,le,haut
vers,le,haut,de
le,haut,de,la
haut,de,la,classe
de,la,classe,ils
la,classe,ils,allaient
classe,ils,allaient,donner
ils,allaient,donner,sur
